title,trending_date,sumDay,id
Kelela - Blue Light,"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11']",7,10
Kelly Clarkson - I Don't Think About You [Official Video],"['18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04']",31,10
Kelly Clarkson - Love So Soft LIVE on New Years Rockin' Eve 2018!,"['18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01']",12,10
Kelly Clarkson - Meaning of Life [Official Video],"['18.15.05', '18.15.05', '18.16.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",33,10
Kelly Clarkson Accepts Powerhouse Award at Billboard's Women in Music 2017,"['17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12', '17.12.12']",11,10
Kendrick Lamar - LOVE. ft. Zacari,"['17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12']",5,10
"Kendrick Lamar, SZA - All The Stars","['18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03']",36,10
"Kendrick Lamar, SZA - All The Stars (Audio)","['18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01']",12,10
Kesha - Silence (Marshmello & Khalid cover) in the Live Lounge,"['17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11']",11,10
Khalid & Normani - Love Lies (Official Video),"['18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.25.03']",36,10
Khalid - Fast Car (Tracy Chapman cover) in the Live Lounge,"['18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",30,10
Khalid - Saved (Official Video),"['17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01']",21,10
Kiss Guy (YAYO Sanchez) plays Monkeywrench w/ Foo Fighters Austin TX 4-18-18,"['18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05']",21,10
Kiss You This Christmas - Why Don't We [Official Music Video],"['17.29.11', '17.30.11', '17.01.12', '17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12']",9,10
Kodak Black - Roll In Peace feat. XXXTentacion [Official Music Video],"['18.17.01', '18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.06.02', '18.07.02']",15,10
Kris Wu – Like That (Official Music Video),"['18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",23,10
Kygo - Stranger Things ft. OneRepublic,"['18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02']",30,10
"Kygo, Miguel - Remind Me to Forget","['18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.15.05', '18.15.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06']",36,10
"Kygo, Miguel - Remind Me to Forget (Audio)","['18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04']",23,10
Kyle Meredith with... Moby,"['18.15.01', '18.16.01', '18.17.01', '18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01']",9,10
Kylie Minogue - Dancing (Official Video),"['18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.04.03', '18.05.03', '18.07.03']",32,10
Kylie Minogue - Raining Glitter (Official Audio),"['18.05.04', '18.06.04', '18.07.04']",3,10
Kylie Minogue - Stop Me From Falling (Official Audio),"['18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03']",9,10
Kylie Minogue - Stop Me From Falling (Official Video),"['18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04']",9,10
Kylie Minogue - Stop Me from Falling (Official Video),"['18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04']",10,10
LAY 레이 'Goodbye Christmas (聖誕又至)' MV,"['17.25.12', '17.26.12']",2,10
LIBERATO - INTOSTREET,"['18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06']",6,10
LIL SKIES - LETTUCE SANDWICH [OFFICIAL VIDEO] (Dir. by @NicholasJandora),"['18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.04.03', '18.05.03', '18.07.03']",31,10
"LSD - Audio (Official Video) ft. Sia, Diplo, Labrinth","['18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06']",18,10
"LSD - Audio - Behind the Scenes ft. Sia, Diplo, Labrinth","['18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",9,10
"LSD - Audio ft. Sia, Diplo, Labrinth","['18.11.05', '18.12.05', '18.13.05', '18.15.05', '18.15.05', '18.16.05', '18.16.05', '18.17.05', '18.18.05']",9,10
"LSD - Genius ft. Sia, Diplo, Labrinth","['18.04.05', '18.12.05', '18.13.05']",3,10
Lady Gaga - The Cure (Live On The American Music Awards - 2017),"['17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11', '17.29.11', '17.30.11', '17.01.12', '17.02.12', '17.03.12', '17.04.12', '17.05.12']",13,10
Lady Gaga - Your Song (Audio),"['18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05']",31,10
Last Friday Night - Katy Perry ('40s Jazz Vibes Style Cover) ft. Olivia Kuper Harris,"['17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11']",7,10
Lauv - Getting Over You [Official Audio],"['18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03']",36,10
Liam Payne & J Balvin - Familiar (Official Video),"['18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.14.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06']",36,10
Liam Payne & Rita Ora Talk Fifty Shades Role Play and more!,"['18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01']",10,10
Liam Payne - Bedroom Floor (Live Acoustic),"['17.10.12', '17.11.12', '17.12.12', '17.13.12', '17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12']",12,10
Liam Payne - Bedroom Floor (Official Video),"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11']",7,10
"Liam Payne, Rita Ora - For You (Fifty Shades Freed)","['18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02']",6,10
Lil Durk - 1 (773) Vulture (Official Audio),"['18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01']",11,10
Lil Durk feat. Lil Baby - How I Know Shot by @JerryPHD prod by @willafool,"['18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05']",31,10
"Lil Kim Keeps It Real On Nicki Minaj, Biggie Relationship, Female MC's & New Music",['17.14.11'],1,10
Lil Peep Memorial (Full Live stream),"['17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12', '17.12.12', '17.13.12', '17.14.12', '17.15.12']",10,10
Lil Skies - Lust [Official Video] (Dir. by @NicholasJandora),"['18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.15.05', '18.15.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06']",34,10
Lil Uzi Vert Super Awkward Red Carpet Interview at The 2018 Grammy's,['18.05.02'],1,10
Lil Wayne - 5 Star ft Nicki Minaj [Dedication 6] (WORLD PREMIERE!),"['17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01']",13,10
Lil Wayne - Big Bad Wolf (Official Audio),"['18.24.01', '18.25.01']",2,10
Lil Wayne - Big Bad Wolf (Official Audio) D6 Reloaded,"['18.01.02', '18.02.02', '18.04.02', '18.06.02', '18.07.02', '18.08.02', '18.11.02', '18.13.02', '18.14.02', '18.21.02']",10,10
Lil Wayne - Bloody Mary feat. Juelz Santana (Official Audio),['18.26.01'],1,10
Lil Wayne - Bloody Mary feat. Juelz Santana (Official Audio) D6 Reloaded,"['18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.03.02', '18.05.02', '18.09.02', '18.10.02', '18.12.02', '18.15.02', '18.16.02']",12,10
Lil Wayne - Family Feud feat. Drake (Official Audio) | Dedication 6,"['17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01']",15,10
Lil Xan Impresses Ebro + Speaks On Name Change & Quitting Xanax,"['18.06.03', '18.07.03', '18.08.03']",3,10
Lily Allen - Three (Official Audio),"['18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03']",5,10
Lily Allen - Trigger Bang (feat. Giggs) [Official Audio],"['17.13.12', '17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12']",18,10
Lin-Manuel Miranda & Ben Platt Found Tonight [Official Video],"['18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04']",28,10
Linkin Park & Friends Celebrate Life in Honor of Chester Bennington (Recap Video),"['17.28.11', '17.29.11', '17.30.11', '17.01.12', '17.02.12', '17.03.12', '17.04.12']",7,10
Lissie - Blood and Muscle,"['17.10.12', '17.11.12', '17.12.12', '17.13.12']",4,10
Little Girl by Christina Grimmie (OFFICIAL VIDEO),"['18.15.05', '18.15.05', '18.16.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05']",9,10
Little Mix - Nothing Else Matters (Glory Days Tour),"['17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01']",20,10
Little Sister (Studio City Acoustic),"['18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04']",9,10
Live It Up (Official Video) - Nicky Jam feat. Will Smith & Era Istrefi (2018 FIFA World Cup Russia),['18.14.06'],1,10
Live It Up - Nicky Jam feat. Will Smith & Era Istrefi (2018 FIFA World Cup Russia) (Official Audio),"['18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06']",19,10
Logic & Rag'n'Bone Man - Broken People (from Bright: The Album) [Official Audio],"['17.30.11', '17.01.12', '17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12', '17.08.12']",9,10
"Logic - 1-800-273-8255 (LIVE From The 60th GRAMMYs ®) ft. Alessia Cara, Khalid","['18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02']",26,10
Logic - Overnight (Official Video),"['18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03']",9,10
Logic - Wassup ft. Big Sean (Official Audio),"['18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04']",17,10
Logic - Yuck (Official Audio),"['18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03']",13,10
"Logic talks Drake, Yuck, Wiz Khalifa, Indica Badu, Contra, Bryson Tiller, Lil Peep","['18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04']",10,10
Lonzo Ball (ZO2) - LaVar (Born 2 Ball),"['18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02']",11,10
Lonzo Ball - Kylie Kuzma (Kyle Kuzma Diss),"['18.12.06', '18.13.06', '18.14.06']",3,10
Lorde - Bruce Springsteen 'I’m On Fire' cover/'400 Lux' mashup - 8Nov2017 Christchurch,"['17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11']",6,10
Lorde - Bruce Springsteen 'I’m On Fire' cover/400 Lux mashup - 8Nov2017 Christchurch,"['17.14.11', '17.15.11']",2,10
Lorde - Run Away With Me (Carly Rae Jepsen's cover) FULL,"['18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02']",9,10
Louis Tomlinson - Miss You (Official Video),"['17.11.12', '17.12.12', '17.13.12', '17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12']",14,10
Louisa - YES (Official Video) ft. 2 Chainz,"['18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05']",25,10
Lucas Lucco e Pabllo Vittar - Paraíso,"['18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02']",26,10
"Luis Fonsi, Demi Lovato - Échame La Culpa",['17.01.12'],1,10
Luke Bryan - Most People Are Good (Audio),"['17.14.11', '17.15.11']",2,10
MAC DEMARCO - WONDERFUL CHRISTMAS TIME,"['17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01']",15,10
MACKLEMORE FEAT DAVE B & TRAVIS THOMPSON - CORNER STORE (Official Music Video),"['17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01']",19,10
MARSHMELLO Live At Ultra Music Festival Miami 2018,"['18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05']",30,10
MGMT - Me and Michael,"['18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03']",35,10
MHD - AFRO TRAP Part.7 (La Puissance) [Major Lazer Remix],"['18.24.01', '18.25.01', '18.26.01']",3,10
MNEK - Colour (Lyric Video) ft. Hailee Steinfeld,"['18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",9,10
MY MY MY! TRAILER,"['18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01']",11,10
Ma$e Celebrates Cam'ron Diss Track Win w/ Ebro In The Morning,"['17.01.12', '17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12', '17.08.12']",8,10
"Mabel, Not3s - Fine Line (Official Video)","['18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02']",22,10
Machine Gun Kelly - 27,"['18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05']",34,10
Mad Skillz - Murda Gram (Uncle Murda Diss),"['18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01']",12,10
Made in Miami (Artist Spotlight Story) - Camila Cabello,"['18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03']",22,10
Madison Beer - Say It To My Face (Official Audio),['17.14.11'],1,10
Magda Davitt (FKA Sinéad O’Connor) You're the One | 2018-01-15,['18.18.01'],1,10
Majid Jordan - Gave Your Love Away (Official Music Video),"['18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01']",12,10
Major Lazer - En La Cara (Sua Cara Spanish Remix) (feat. Karol G),"['18.17.01', '18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01']",7,10
Making music with LEGO,"['18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",32,10
Maluma - Marinero (Official Video),"['18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.15.05', '18.15.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06']",35,10
Maluma - X (The Film),"['17.26.11', '17.27.11', '17.28.11', '17.29.11', '17.30.11', '17.01.12', '17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12']",11,10
Manic Street Preachers - Distant Colours (Official Video),"['18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02']",8,10
Manic Street Preachers - International Blue (Lyric Video),"['17.09.12', '17.10.12', '17.11.12', '17.12.12', '17.13.12', '17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12']",15,10
